userid,deposit_type_id,regularity,deposit_rate,issuance_date,expire_date
3035183661,851807103941,137,28,2014-10-13,2019-05-26
2121323449,679417959373,239,6,2012-09-27,2015-05-09
4880342093,198294648930,202,12,2013-05-09,2023-04-05
5919455458,335993057284,192,23,2011-03-08,2013-09-21
3994547387,109751051655,142,2,2016-01-10,2019-09-17
7152238418,549331702496,340,14,2015-01-29,2017-05-31
7426271007,508967405549,148,27,2013-10-15,2014-10-06
3420727843,423206585578,365,18,2015-01-24,2026-06-16
5422364188,839074492197,182,17,2016-04-03,2019-02-22
6206817214,249674277471,169,15,2010-12-08,2011-03-02
8102086331,724378396237,365,19,2011-07-16,2016-05-15
9242611350,572535159286,83,25,2018-07-24,2025-10-12
8585458636,494630425895,57,30,2019-12-06,2023-05-28
4220973916,448794962418,36,6,2012-09-03,2017-06-17
3765772441,110322614373,107,22,2015-03-30,2027-03-16
4212082789,585543540612,47,2,2018-07-06,2028-02-04
5953184641,440642095552,195,0,2016-06-10,2018-01-17
4178473009,826866931994,52,30,2008-03-01,2008-04-03
1233549006,920900884864,276,4,2013-10-20,2016-07-27
4582123775,871307119387,351,8,2012-06-09,2020-08-29
3356559432,482083306445,289,14,2008-03-11,2012-08-10
8522277915,382407973818,296,28,2012-12-14,2019-10-16
4484480311,353238561341,353,20,2011-10-19,2022-08-06
7890885478,764496448907,94,15,2015-02-07,2019-01-09
2013455271,686607894177,219,25,2014-10-26,2021-09-18
4606481193,729836989904,264,27,2015-04-10,2018-10-10
1073896444,176431206147,165,8,2013-06-04,2018-04-13
6568776171,504927953277,294,12,2009-04-06,2010-02-16
7381747827,153410379366,103,29,2008-12-31,2012-01-20
2975999651,401333690303,289,14,2018-02-15,2029-10-13
5755831838,541779545293,271,16,2010-05-14,2014-04-02
3372829520,346774126420,94,20,2018-05-31,2019-07-04
1311472625,417072360289,15,22,2017-10-13,2019-12-20
9445463847,746390337591,141,8,2015-11-24,2027-02-15
8387924488,376242998619,172,7,2016-02-03,2018-06-30
9079540150,587340543995,1,6,2017-01-12,2025-12-02
4145248531,493000760719,365,14,2015-02-20,2025-09-09
3350861277,827513799392,290,10,2010-07-02,2020-10-25
7878718133,770172707853,126,3,2013-04-02,2016-06-03
8196238294,353683287707,64,9,2014-03-20,2019-10-02
2867139101,836707769958,53,4,2010-03-05,2018-11-19
7903073146,192671212687,76,20,2017-03-04,2019-07-16
4538032563,628192709556,93,9,2012-09-04,2022-02-15
2166291949,130800771955,99,15,2016-12-22,2027-08-20
3967380382,498396080763,356,14,2019-02-22,2021-05-11
4189653256,896724061101,167,25,2018-03-24,2028-03-28
5125247825,771123006669,70,9,2015-06-05,2019-09-21
4708724645,347470450802,163,8,2009-05-15,2017-08-31
4670675678,238460784333,307,18,2018-09-11,2024-05-24
2786175452,214807678364,201,7,2016-07-25,2016-10-24
4042354083,574949856564,135,15,2008-01-03,2017-09-19
7273188761,328060371080,182,11,2015-10-23,2016-05-15
6398601868,982589744817,152,11,2012-07-06,2014-12-13
4194805763,172341670723,38,9,2019-04-13,2028-11-06
8326695494,369997468095,202,4,2018-06-30,2020-06-30
6879173584,905061362334,235,28,2018-12-23,2019-09-16
9981866997,963999418226,348,18,2012-06-19,2019-09-10
2911239627,391293724187,31,18,2016-02-28,2026-03-11
8432899797,322582890973,176,17,2014-11-19,2020-06-19
9861880586,681927967243,284,12,2008-05-21,2016-04-06
1090054801,256114568104,272,18,2011-06-07,2012-05-25
9897027710,797635018311,325,0,2012-06-22,2021-11-01
2630232454,703308201573,324,2,2016-01-07,2021-12-14
2698634808,973369345095,178,20,2018-10-01,2028-03-09
8924451731,275471507695,129,9,2017-12-25,2018-07-16
6918921626,430259843088,257,30,2012-01-27,2020-02-02
9214475075,383399365748,351,19,2014-03-16,2020-04-16
1965314198,397023825959,332,11,2008-08-17,2017-01-24
1388932730,385635215819,246,12,2012-12-24,2023-12-14
2816351796,717793133977,216,15,2012-02-14,2023-06-24
2242862538,594202363745,350,11,2018-10-30,2020-07-04
6833534517,729616665783,120,27,2011-12-15,2019-04-13
4196729119,615375108508,132,17,2018-04-05,2019-08-18
1298384336,194245309848,53,24,2016-07-27,2020-02-09
8149709683,751085219664,85,2,2008-12-22,2019-12-29
3085912073,762209976387,348,23,2019-09-21,2028-11-05
8736547931,213472957145,19,18,2011-05-27,2022-01-15
4742160704,761003663469,286,16,2016-01-31,2016-02-13
2024961152,665888548003,328,1,2012-09-13,2024-01-31
3630710073,467537496083,362,2,2009-07-26,2015-09-18
6473182105,770312838114,284,21,2009-07-29,2009-07-31
4323559714,874790603043,264,18,2017-11-30,2028-06-16
1625920842,452650356098,287,3,2016-06-01,2026-10-23
8725130880,181452151542,39,4,2009-02-18,2011-10-28
5990595127,611963143285,317,28,2016-06-28,2017-11-13
5012934688,523228056841,299,11,2008-07-30,2008-10-27
9584078775,135215685870,118,1,2009-11-13,2012-07-13
4806671221,559663102260,225,15,2016-11-02,2028-02-15
4906432749,740843342908,220,19,2012-02-05,2013-12-24
6563503265,362354815936,172,21,2008-01-30,2010-01-16
1402410112,735393044934,147,6,2016-02-26,2026-02-02
5610159207,770276010893,129,25,2013-05-09,2022-09-25
1953097804,354425377143,231,19,2018-06-07,2026-09-09
7783152538,431891310688,267,7,2015-09-24,2026-03-14
1854688794,721713953356,335,30,2019-01-15,2027-05-19
4593983684,848454388676,47,19,2010-05-25,2016-02-23
6292806636,207544264669,259,23,2017-04-29,2018-06-30
9314576813,621983442549,17,11,2010-05-20,2014-10-14
5908859295,812319021596,221,22,2014-05-04,2025-10-31
9944314634,429849781839,1,23,2013-12-13,2024-10-28
1483471821,523697249136,180,28,2014-01-05,2016-09-23
2268239903,248686004148,346,23,2011-12-10,2013-06-20
5565249692,872276519214,69,21,2010-02-24,2014-06-20
5242279143,930672308897,88,14,2011-05-19,2020-12-13
1841106588,199731441146,339,12,2018-09-25,2026-01-13
2721483379,853743146466,43,13,2019-12-18,2021-03-16
9215409229,972805568785,140,22,2013-10-01,2013-10-13
9989486620,955795040776,167,13,2018-10-03,2025-08-17
4084283629,124709467532,295,0,2013-09-06,2023-07-30
7285214505,175366555382,321,3,2014-08-28,2016-04-01
8335545744,888285094952,57,21,2017-03-17,2019-08-09
9493032800,198503792097,31,28,2011-02-02,2014-07-05
8872552431,632941045485,30,10,2018-11-08,2020-04-04
4797374719,968923697665,311,2,2016-11-18,2017-08-17
6156238006,872856015476,22,17,2018-03-24,2027-01-22
8855342911,506714730930,82,18,2009-03-29,2018-04-07
6759868409,987279337626,360,17,2009-10-21,2018-04-19
5137040955,785354340267,58,15,2017-10-19,2020-11-16
1400664889,259746652803,172,26,2015-12-28,2027-11-24
7859606515,580149323016,146,15,2013-10-23,2020-10-15
9544078803,147955058436,196,19,2010-05-06,2019-07-13
3608721655,698730066408,312,16,2012-09-05,2022-09-14
5505392269,775978308176,106,10,2015-11-11,2023-04-24
6200830616,364673549475,146,22,2009-07-14,2018-09-04
3902728665,272531716987,363,29,2016-01-20,2025-11-09
3641935531,261044177284,99,3,2010-12-02,2012-06-01
3592642002,480483361605,362,4,2019-06-16,2021-08-05
2249160264,715060221197,346,12,2018-05-24,2028-02-11
4711318156,645935415668,46,30,2017-12-11,2019-12-21
3890087808,164186085480,158,6,2017-09-25,2022-02-08
6323216310,185050169399,97,5,2008-08-25,2018-07-12
6556020271,886491581156,73,1,2014-08-21,2021-12-26
2609399631,855505631076,147,4,2011-04-08,2016-06-23
7112790033,408377519746,12,9,2019-03-19,2022-03-26
6488261358,790569508154,123,20,2019-10-07,2026-01-10
4859643605,590567081180,153,30,2019-05-15,2026-12-30
2896399874,290536371730,321,8,2015-02-15,2015-11-28
2045182218,976951494944,47,7,2011-05-22,2021-03-12
1520333700,874717970067,87,15,2010-05-13,2013-08-03
9634055443,696563578560,287,28,2009-04-10,2012-07-08
4185896412,185865366899,31,2,2015-10-23,2024-03-13
6449690653,289606548865,63,23,2012-11-13,2016-01-14
8837112684,209628639274,48,8,2008-02-01,2020-01-06
5118758215,115417842675,201,18,2008-03-28,2015-02-26
2553111025,768699479845,203,29,2019-03-25,2029-03-09
7115456238,880946037442,141,27,2018-01-17,2029-09-14
7221180606,277953447282,47,19,2017-09-15,2020-10-15
2901619519,334785816799,159,24,2012-12-20,2014-01-04
1270968690,275723031444,246,12,2011-04-24,2021-03-24
4966839698,151650035716,236,2,2009-04-21,2011-09-11
9242920559,661555360321,192,5,2012-06-22,2013-01-19
7316718217,119063515384,139,4,2011-08-08,2021-12-30
5100392084,951860262803,105,9,2016-04-06,2020-04-23
8172595960,154931864369,360,1,2015-10-06,2019-06-04
1588072127,553886685415,80,12,2019-02-23,2030-02-18
9864568601,798109235631,240,24,2017-11-29,2019-03-01
6473790400,775848255532,111,25,2016-12-01,2026-10-11
9482540780,998857157599,352,19,2010-07-07,2014-10-03
5608270252,976975936499,36,22,2019-12-16,2031-02-13
1193250287,313281490231,6,4,2009-01-28,2012-02-16
6945562572,859837025547,165,16,2016-03-10,2020-10-29
2825891721,470644886282,353,26,2019-08-13,2028-07-30
8471760018,795415714613,122,20,2011-05-30,2022-05-22
7575261331,187197036279,181,15,2008-09-18,2011-09-19
2169440690,202921339021,93,11,2016-07-06,2025-08-31
7965903330,314995618275,259,29,2012-12-17,2018-06-02
1778561422,494091104685,147,16,2017-12-05,2018-08-14
6543061383,108400807510,2,13,2017-12-13,2018-09-06
1374206926,199251865304,296,4,2014-01-10,2021-01-18
2474370287,417295924022,295,7,2011-05-27,2015-11-20
2456618240,193873127108,36,28,2019-05-25,2025-08-23
7398146033,291076885058,122,27,2009-08-08,2019-01-30
6400098431,458246772010,253,1,2019-03-30,2019-05-21
1640810589,827019291171,150,28,2015-01-21,2026-04-05
5416932547,366914760133,57,1,2018-04-27,2023-12-13
6292887304,710988735928,120,3,2011-06-11,2021-12-28
4078688386,869525409412,337,14,2015-05-06,2018-05-29
4781721277,489579509987,121,20,2011-07-01,2013-06-02
8301373183,117859672494,292,13,2008-05-11,2011-05-01
9370622650,894136300734,10,23,2017-04-09,2018-04-29
7837291459,219514923988,211,20,2013-11-27,2022-03-14
1819061391,686320642436,360,25,2017-11-04,2027-01-24
4916824624,488693862399,19,13,2016-02-13,2019-07-14
8431648184,313080725051,122,21,2017-07-28,2024-01-17
8818075263,978768709014,14,8,2013-01-17,2013-07-10
4546861136,931814190672,151,11,2008-02-22,2016-11-08
8254113153,931125175498,364,12,2016-03-09,2021-05-27
9069499533,320822539322,357,9,2019-05-11,2025-04-13
1893014232,208121521141,295,24,2013-06-25,2014-07-11
9617081362,892454082168,36,28,2015-04-29,2022-10-01
5728530357,865284850450,49,5,2014-12-16,2026-06-20
5770527343,643070478969,322,18,2008-12-14,2010-07-30
8740817866,642872359262,308,30,2008-10-27,2016-03-09
1937990714,481194968308,343,2,2018-08-11,2020-11-24
9025962468,223109861077,146,3,2016-07-12,2027-12-10
3776946184,955799716524,31,9,2010-10-06,2021-04-28
4119941066,969041374121,227,3,2014-02-17,2014-03-05
6536935815,720478946253,224,19,2010-04-07,2012-06-12
5808764865,153957844763,149,18,2019-11-05,2022-11-09
2125928811,853808859122,82,1,2017-04-08,2026-01-22
7944863965,990538507963,8,13,2015-09-05,2017-07-07
9822626104,879895116996,294,19,2017-08-03,2019-11-05
6371284618,225391416618,303,9,2011-06-11,2018-06-20
4611561158,996109367420,87,23,2010-04-10,2010-09-08
5987300150,443785819248,289,20,2011-11-11,2022-05-02
9403157560,352087587827,109,17,2010-08-27,2019-04-07
2823500398,994716008670,163,11,2015-10-20,2023-10-19
8679034921,672786865774,307,3,2011-10-30,2017-10-03
4177282644,209683521524,206,21,2016-03-13,2024-04-16
6919921630,882299606084,86,24,2018-08-04,2020-11-25
6696959446,972935569615,213,28,2018-04-14,2025-01-30
7732154802,227812556951,138,18,2010-09-11,2010-11-13
4822925894,713814435387,245,27,2015-07-31,2025-10-11
7288632859,292703994983,42,13,2019-10-30,2023-10-18
7519144229,590723685457,279,6,2010-01-15,2013-11-11
3216313055,952109443841,204,12,2012-04-05,2017-05-13
4897267307,682585803640,143,29,2017-11-27,2028-02-21
6995373145,322690820050,51,28,2019-12-26,2021-01-18
1071673644,295839630851,276,2,2014-04-13,2016-12-16
3993332285,297238907118,111,19,2019-02-07,2020-11-19
2216093179,531164051112,14,7,2014-03-11,2025-05-25
7875417950,518551600640,82,28,2009-12-31,2018-07-11
8731608144,678687993801,19,6,2008-01-10,2019-07-01
1446162522,678260948621,364,10,2019-06-01,2021-07-09
3478238533,923209907351,257,26,2018-06-17,2024-08-30
9357081400,655881586861,81,8,2014-06-07,2025-05-14
6578277424,888019182977,161,14,2011-10-30,2015-10-31
6124839456,378925237943,290,18,2017-11-24,2026-06-03
4165553715,211960784262,345,23,2019-09-06,2021-11-15
6836502139,195610626596,256,28,2017-08-17,2026-04-28
2264814575,294484861935,207,21,2017-06-30,2023-07-26
4824290242,376597340770,26,27,2019-02-08,2028-07-04
8524114421,590612336376,165,17,2012-06-23,2023-03-04
8008677500,659628238306,362,28,2015-05-19,2021-04-26
4347811653,358803405539,125,5,2008-03-18,2009-07-10
2597860758,839892419008,256,30,2018-04-08,2023-06-24
2849498280,854916106301,104,17,2016-03-31,2027-04-04
2730152599,950420180373,112,12,2008-09-01,2011-09-06
6389001943,637613210875,37,0,2014-05-23,2017-07-19
4148799815,772710651783,143,12,2015-03-15,2022-08-19
2828217677,624435042099,111,17,2010-07-02,2014-04-01
1142487791,265604737866,237,16,2012-01-21,2020-05-12
4334813604,331965722369,272,5,2016-03-23,2022-03-02
5867551482,117871787623,45,15,2017-02-22,2017-08-06
2214604568,825964923635,337,16,2019-11-19,2020-04-01
3813974058,138098507991,89,30,2010-05-18,2010-05-18
6536405029,759991856750,287,30,2012-04-26,2022-08-18
7731193262,603731520066,315,21,2014-12-20,2024-08-15
1316357263,526977849480,42,29,2010-12-09,2015-05-09
9002520690,943718086095,345,0,2009-06-22,2010-08-13
2084927687,246539621264,266,23,2017-07-11,2020-05-18
1473916666,378915944535,350,9,2009-05-27,2012-08-09
7332515316,502512591749,50,10,2010-10-31,2015-10-09
1458309902,228140578139,275,5,2012-07-19,2017-10-09
7917146612,746354402332,198,23,2009-10-22,2015-11-13
6088927022,533411264210,343,2,2012-04-21,2012-09-18
4284411418,956416651426,90,22,2017-06-21,2021-06-30
8076671302,213931327236,321,3,2018-06-11,2020-08-11
5505219693,827036171440,193,30,2015-09-14,2017-06-21
3632525124,892826522518,42,21,2012-07-23,2018-05-23
1823114558,445996535740,327,11,2015-09-13,2024-11-22
6098506087,633358316006,72,8,2015-12-23,2026-04-30
8128267095,215226385451,73,14,2011-09-27,2022-10-07
2245579699,153621362705,319,10,2017-08-18,2024-06-26
8899161135,844193857186,10,16,2011-08-11,2014-12-26
1799986308,395974120534,14,30,2014-01-29,2017-11-09
6953414219,526982073742,359,10,2014-05-17,2016-05-02
1261713344,331431323530,285,7,2008-10-06,2019-12-20
8063401851,894520778538,111,15,2016-09-09,2026-01-09
1218857314,806054024482,270,1,2008-12-17,2017-02-05
8785377818,138714745469,271,29,2010-04-26,2012-02-05
5785894746,301640425945,280,26,2015-06-15,2017-09-19
4525983834,125166701520,281,17,2017-12-17,2018-12-12
6198587799,141311793202,288,30,2010-04-11,2016-06-26
1067466688,847432985396,21,24,2018-01-26,2019-11-06
9926358171,311546526300,221,28,2008-05-28,2014-07-13
4275259258,141068555923,235,19,2010-07-12,2019-04-30
3261953428,161980728195,297,10,2009-10-11,2015-05-09
5245639584,552350647402,305,15,2014-09-04,2016-12-07
9280489010,366038920689,149,19,2017-01-02,2017-07-23
5985103803,937910906370,139,20,2018-01-29,2025-10-21
6617656434,769498873436,131,14,2012-09-10,2022-09-05
9451040936,265376205613,274,15,2016-02-03,2026-02-25
8554376545,438457477698,349,10,2012-02-09,2013-11-24
7041343065,299931154766,329,23,2009-12-01,2013-01-28
6003602028,211088492090,248,13,2018-11-27,2018-12-14
4543813963,144692861982,144,9,2019-06-26,2023-12-24
5894641254,453113764039,144,30,2019-11-12,2030-08-18
5428927229,897431560384,222,13,2014-04-13,2016-06-10
9394745494,540673794265,21,5,2018-05-11,2021-05-29
1578879588,841777118246,242,0,2013-08-07,2018-10-15
1410672075,995683226943,134,2,2016-05-07,2020-07-07
6706932638,418660932564,40,19,2018-12-15,2028-02-26
9909595219,648715874604,70,10,2013-11-01,2016-10-04
8797887354,598732334928,338,13,2012-11-08,2013-09-18
8261452294,267703645156,159,2,2010-10-08,2021-12-20
1931303233,939283698260,278,1,2014-06-12,2024-08-11
9559042931,241550905294,340,19,2017-11-26,2026-02-07
5580344715,114134319229,94,2,2019-09-12,2029-01-19
1022904631,119437400784,365,20,2019-03-27,2024-03-28
8904397947,517643803443,17,17,2011-12-24,2020-10-09
8187553888,423060663275,145,11,2019-11-30,2025-10-01
5758106955,856418097581,48,20,2019-05-19,2025-09-25
9691556031,684004559252,329,10,2011-01-11,2016-01-20
9195974568,727472619880,58,7,2011-08-07,2022-02-08
4602360515,460836778137,235,12,2012-10-18,2018-06-18
3415804737,694133595584,359,22,2012-08-22,2012-10-18
1590099148,799171853341,7,2,2014-05-03,2019-09-04
7039645386,678521582648,59,21,2017-10-09,2026-11-30
5412374004,441845216506,166,9,2016-05-27,2018-01-18
3858909925,554938092089,110,0,2010-02-01,2018-05-20
6482187752,762861600535,107,23,2019-08-30,2022-03-23
3308693062,957568345792,23,10,2016-04-18,2018-08-01
8183964783,150238481070,8,0,2017-01-25,2017-10-19
3123955577,894717653404,351,30,2009-01-01,2019-05-15
5985570556,494148659146,117,14,2012-08-19,2023-10-06
1250885033,588865774468,134,29,2012-01-24,2015-10-02
5467701125,335496136929,304,11,2009-04-29,2014-06-22
3023801104,521990085821,72,7,2018-04-14,2021-02-14
9489121222,341343493664,356,27,2019-02-10,2024-06-17
6973847125,503357365699,33,8,2013-07-22,2024-03-01
9358580121,670325103983,14,26,2012-08-14,2018-05-25
6232910143,610037327722,325,17,2008-01-23,2018-09-09
1364935563,116232397296,64,2,2011-09-13,2015-08-13
4569768016,882853335058,113,12,2009-02-10,2018-11-07
2160610789,845105088124,102,22,2009-02-23,2019-03-09
2040899139,310355810178,128,13,2009-09-11,2011-04-18
1038824072,325642095017,249,7,2018-09-19,2022-05-01
7198927887,750370334848,33,20,2008-10-20,2011-05-14
9539430728,911422559511,162,8,2015-02-19,2026-03-10
7748379167,591224015688,228,5,2011-04-22,2017-10-09
6327662365,716422283622,232,15,2013-09-17,2016-09-06
7823503960,590334435555,251,29,2018-05-04,2019-09-07
7087014505,417338167218,7,9,2017-03-30,2017-06-15
1053979464,769640131514,268,16,2018-10-06,2028-01-11
7577439266,750405518713,296,18,2019-10-04,2029-07-08
7701761093,607120377801,320,3,2019-07-10,2030-05-08
1856441431,992334933378,107,4,2019-01-09,2023-06-26
6457067000,816792654939,107,25,2014-02-09,2016-10-19
5742450889,505127712774,4,28,2017-09-08,2022-09-13
2500040779,773929604767,139,26,2009-03-31,2017-05-24
2605477525,802775849571,97,4,2019-12-26,2022-09-06
1861656522,600621706386,67,19,2018-06-24,2029-10-20
1109623625,155871135009,94,12,2015-05-26,2024-12-03
2235146912,542842298195,208,1,2009-12-21,2018-06-17
8013833656,465151549307,69,14,2009-09-02,2014-01-02
3435417848,621366237639,33,5,2016-03-25,2026-03-29
6798615598,907941177286,317,6,2016-09-04,2018-04-26
7980035409,882280924766,181,14,2016-03-25,2019-09-29
1180754810,421655476971,131,9,2019-02-06,2024-04-21
1542590757,168235529049,329,1,2011-05-26,2014-07-25
6273411724,329779364017,249,11,2015-12-22,2024-10-06
9225763205,165842874092,314,26,2016-11-20,2027-06-30
9066188665,296707517780,189,18,2015-08-23,2023-07-14
2903077897,363124336394,284,1,2012-07-04,2017-09-09
8070963677,909714292908,131,26,2015-12-04,2022-01-15
7500475039,443213930414,357,30,2013-12-28,2018-09-29
9146856426,247841788643,8,23,2008-12-09,2019-10-11
2737413903,839255226280,198,19,2018-05-26,2020-05-02
2613208609,426625786957,53,16,2009-02-25,2009-09-06
5631482822,997896733673,270,28,2019-06-17,2025-03-11
3899428163,589014987032,23,10,2014-12-14,2025-01-31
4009325392,421146955342,142,2,2017-05-27,2017-07-12
8091971375,337793940992,219,19,2009-12-28,2011-10-08
2052409162,781940702338,67,29,2011-10-22,2014-07-06
4436958718,703200427256,285,6,2013-08-31,2022-05-06
7096235385,972805218877,353,26,2010-02-09,2013-01-12
3347649597,527644808604,254,23,2013-03-03,2019-09-13
8361294684,897151448457,133,19,2016-09-27,2024-12-16
7133474390,754390663435,89,18,2014-02-01,2020-10-12
9946440841,507306706148,66,13,2018-09-02,2023-12-13
2804531567,527606394247,183,25,2015-12-15,2019-02-02
2534402551,134086763398,178,19,2019-01-29,2019-12-17
2649653616,650520959649,133,27,2019-03-24,2020-01-28
1331122142,388542159532,324,2,2014-01-23,2015-04-07
8526639322,297788319348,124,7,2010-12-06,2016-07-26
5055325431,768703814935,350,26,2015-11-20,2026-10-08
9502278743,415423230581,247,18,2016-03-15,2019-07-10
4959468284,512682878443,141,21,2013-10-26,2017-01-17
7075872645,433283524768,106,24,2017-11-28,2023-09-03
6603878291,544792530139,101,0,2010-11-27,2021-05-09
7800576889,306153699839,287,14,2018-01-13,2021-09-10
3763237636,348326796276,280,20,2010-10-30,2018-02-28
4341378070,355145376957,51,25,2017-08-05,2022-05-03
3527653243,971139992960,121,2,2014-05-04,2014-06-11
5235138781,711206947003,202,7,2012-07-03,2017-11-02
6372551717,132306348923,304,13,2018-08-24,2028-12-01
3932522182,137934670106,223,22,2013-05-07,2014-01-09
7866630098,949382877146,318,13,2015-08-20,2018-06-13
8947712930,402178751799,165,1,2015-06-04,2017-01-12
8843868942,160374481741,153,21,2016-08-11,2018-11-16
4907808391,204794370208,151,14,2018-11-03,2021-08-03
9740886580,521609242289,14,18,2016-05-13,2025-04-08
8648376701,725196379923,215,0,2014-05-06,2014-08-13
3484614449,210771957493,41,7,2011-07-01,2022-09-10
7268180936,915107439892,301,18,2009-08-06,2013-01-12
1186243467,850738748697,205,11,2013-08-15,2022-05-22
6482263403,406170871304,64,16,2016-09-12,2021-05-11
1546513184,713062397636,153,9,2016-10-20,2027-04-02
4102009469,235776156941,292,3,2014-05-15,2016-08-11
3223966340,169926678408,275,21,2010-11-10,2020-11-11
9273755906,696415405606,335,1,2017-10-18,2022-05-25
3466311591,480415688399,131,15,2011-02-23,2017-01-11
4916239737,334764315504,190,24,2011-02-16,2018-08-26
3594043151,401014095523,204,8,2008-10-28,2013-08-23
3295677143,903047677940,357,22,2010-08-13,2018-08-23
3611908864,856834193502,35,3,2018-04-28,2024-09-11
6841507082,404288746444,15,17,2010-01-10,2014-12-13
1472566161,305062764520,273,30,2008-11-23,2015-03-17
6619571807,801368150646,13,11,2012-08-24,2021-04-14
9701166132,431784070224,256,17,2009-02-02,2009-03-06
1531102611,228599948776,288,26,2010-04-27,2021-11-12
8006068101,959597450552,196,14,2018-09-11,2022-03-19
6528355289,519504281734,149,5,2012-01-30,2019-07-03
1686115218,668001095493,25,26,2012-08-24,2024-02-26
1031800114,804761371221,255,1,2016-12-03,2023-03-04
4959202891,869880426059,95,0,2013-03-19,2021-12-03
5767897208,230116456213,351,18,2018-02-01,2020-07-07
9286020113,232871843905,292,12,2008-03-22,2014-03-20
2998902322,641261807650,145,17,2017-05-20,2018-04-19
1657747217,184306424250,264,21,2015-04-28,2025-05-09
1101065640,693464307367,85,29,2008-08-22,2018-04-04
9018121382,784733040907,326,2,2010-01-11,2020-10-09
9555561114,567118891146,33,24,2011-02-09,2011-11-17
2134811245,923630807132,56,10,2013-08-28,2019-05-17
3392950670,915600394334,164,24,2012-11-17,2016-05-03
5655701792,640852110298,260,14,2019-12-15,2031-05-14
3861176924,282963847084,332,1,2016-08-27,2017-11-01
7187007770,830893354001,70,7,2014-05-20,2022-12-13
5169935498,154326482612,48,21,2014-01-08,2021-04-05
9489601369,552903425204,335,7,2019-01-09,2026-02-16
9047744469,827656010260,212,23,2015-04-04,2021-11-06
9498489892,293105003856,148,16,2012-04-10,2014-07-29
9733582333,425557389337,137,6,2011-07-16,2022-01-13
9024071183,562871042893,150,20,2018-01-31,2020-12-20
9873845736,256454005192,273,0,2019-03-29,2020-10-10
2652238654,626561088405,144,8,2008-05-14,2011-08-13
7292673203,753176629248,86,14,2013-08-04,2021-11-13
2016893375,148886633312,60,17,2011-02-21,2015-08-31
4054538476,432061382464,112,4,2012-01-19,2016-10-26
2157172122,145414850838,83,26,2010-03-16,2013-11-13
2287955170,505738906356,207,1,2009-05-09,2016-01-23
1909405270,362240427944,239,22,2011-06-02,2014-10-26
8471987279,506625055274,243,30,2014-11-04,2021-01-17
6846697180,107700690724,232,23,2011-06-14,2012-05-05
8707915332,722581862075,81,12,2014-06-24,2022-03-07
5696088365,793030618676,227,16,2012-05-03,2023-10-18
2882015197,133429460939,70,29,2016-04-03,2026-10-26
9730086417,950745151421,176,19,2019-07-15,2028-05-21
1922929748,495911802493,96,6,2009-07-19,2016-06-07
6359325398,616313485154,318,15,2016-01-18,2020-01-16
4237392764,108606663126,238,27,2016-08-26,2024-08-04
7023011562,941660054824,239,24,2012-11-03,2014-09-27
3974821056,611692701941,185,16,2009-01-22,2013-02-25
4515328804,105764671607,179,26,2010-01-30,2017-09-28
3599586456,455467353630,80,5,2010-11-19,2015-11-09
5169703116,952087176565,231,28,2013-05-20,2014-09-03
7335115985,550225765460,16,10,2015-01-03,2024-04-23
9289226876,593449756775,258,11,2019-02-05,2025-06-16
8287023071,599773760948,360,7,2019-03-09,2019-11-07
1840055540,386730071066,264,7,2013-06-28,2015-10-24
4774593336,131066942781,133,11,2012-05-19,2016-08-30
8603698692,345866049052,297,13,2012-11-05,2013-10-13
7518119726,684886434422,342,2,2013-12-09,2018-07-13
7791156904,143030410804,212,27,2015-01-22,2023-09-16
1037393138,156212054886,224,7,2012-02-04,2012-06-07
3666602286,109206127196,170,14,2011-12-20,2018-11-04
2149254854,549101910620,5,2,2012-08-08,2016-11-25
6632839153,261878105101,45,8,2009-05-27,2010-06-23
7053288439,280415369705,203,3,2013-12-22,2022-11-02
9631026213,362178494279,114,28,2017-06-22,2021-07-08
4153348852,125530805605,219,1,2009-04-02,2013-05-13
2518258207,243757223815,100,16,2019-07-03,2023-10-09
2505441558,224386684210,330,21,2016-03-10,2023-07-19
5582655085,721154191018,27,25,2008-09-08,2016-11-14
1489221292,219559082293,49,23,2008-03-20,2018-12-12
7183116353,186239712096,149,19,2013-05-01,2020-05-04
9853030600,540105574972,212,4,2012-08-04,2021-06-05
9581469507,110441255558,15,11,2017-11-29,2025-09-02
1579222485,471557043090,211,16,2019-04-20,2025-12-18
1491299540,121677155739,357,17,2017-12-24,2018-01-30
4637359591,782171137818,218,6,2012-11-07,2022-12-29
7468335463,182190692252,228,18,2014-04-16,2017-06-21
3797179958,369860021926,263,23,2014-04-08,2020-07-11
2658787383,249975535808,9,24,2016-07-23,2017-12-16
4752357328,708883557785,215,20,2009-02-11,2011-09-15
9915798704,880411626512,139,17,2013-09-30,2019-08-24
4397507041,803230032431,201,27,2017-09-25,2018-06-26
2151529841,594577414151,58,4,2017-07-14,2024-07-02
9266171039,908552088447,192,19,2019-03-02,2026-05-02
5792816803,289141404627,119,4,2012-10-22,2018-08-08
4142138394,234197698452,172,20,2014-08-29,2024-04-23
8635597377,877813941572,18,0,2010-09-04,2014-11-14
8045771330,130410908327,20,9,2010-04-18,2010-08-26
6928339930,661914802177,271,21,2018-08-15,2022-11-05
9442552595,726826408778,272,23,2018-09-26,2025-03-06
3145835117,724158179228,291,5,2014-08-12,2025-09-15
8071508904,907255743464,304,18,2008-08-12,2009-08-07
