userid,credit_type_id,regularity,credit_rate,issuance_date,expire_date
9946440841,484823345708,185,18,2008-10-17,2009-10-27
2804531567,990518011560,220,19,2019-02-26,2023-11-06
2534402551,871819202995,8,1,2017-03-10,2019-02-25
2649653616,230328516301,98,28,2015-02-25,2018-04-27
1331122142,243024481796,108,23,2015-01-11,2022-09-20
8526639322,297595944641,41,7,2010-03-31,2017-05-04
5055325431,491502232656,362,11,2013-02-23,2014-05-16
9502278743,543292245177,47,24,2015-07-24,2020-10-05
4959468284,896073038793,217,14,2016-11-24,2022-11-26
7075872645,845962221055,11,4,2012-07-01,2024-02-12
6603878291,595767460877,4,11,2016-06-19,2019-01-27
7800576889,600843250782,323,20,2013-10-22,2014-02-08
3763237636,454421809134,86,29,2010-11-23,2020-10-22
4341378070,396809785399,142,8,2013-03-08,2025-01-04
3527653243,898495639439,170,2,2018-12-18,2019-04-09
5235138781,413647795405,60,11,2011-08-23,2023-06-13
6372551717,316655446222,190,27,2018-04-15,2026-01-08
3932522182,954558609748,150,1,2012-05-11,2023-12-26
7866630098,552685056766,54,5,2015-11-10,2024-08-06
8947712930,478165339947,256,25,2017-11-22,2029-05-02
8843868942,525894600205,80,30,2016-03-27,2022-01-21
4907808391,886311230254,331,20,2018-03-30,2024-07-09
9740886580,309673951849,327,28,2010-09-20,2022-03-04
8648376701,532665523474,292,10,2009-09-20,2010-06-26
3484614449,644174764096,309,29,2019-12-03,2023-05-04
7268180936,472034394739,363,16,2015-12-22,2020-07-15
1186243467,981398681509,3,18,2017-03-08,2021-12-25
6482263403,344278420760,206,6,2010-11-20,2014-10-05
1546513184,448740385234,346,29,2017-09-08,2025-07-01
4102009469,721847790368,225,20,2016-06-27,2019-05-30
3223966340,141019587553,221,26,2012-09-15,2014-05-02
9273755906,330324842809,105,18,2011-10-25,2023-02-13
3466311591,469013970608,332,6,2016-11-13,2024-01-21
4916239737,982871895080,102,8,2015-01-17,2026-03-17
3594043151,805644616363,156,25,2019-06-03,2024-03-25
3295677143,244692685288,91,19,2014-01-18,2014-09-09
3611908864,745955959985,68,9,2008-05-10,2018-01-08
6841507082,741442529440,64,17,2013-05-04,2021-11-04
1472566161,973513944415,322,26,2009-06-17,2021-02-18
6619571807,849980217248,20,13,2015-12-03,2026-01-03
9701166132,399740363146,90,27,2008-04-04,2014-10-21
1531102611,880188034552,308,13,2009-02-20,2014-06-13
8006068101,658204244921,99,14,2008-01-27,2013-09-20
6528355289,772932630530,149,23,2009-06-14,2011-07-05
1686115218,425062043538,263,16,2018-04-15,2021-01-30
1031800114,171611867049,217,20,2008-03-27,2011-05-14
4959202891,431171873320,87,7,2009-01-17,2010-11-18
5767897208,451187744842,180,19,2010-01-02,2021-09-18
9286020113,398016398137,297,17,2015-08-12,2024-05-09
2998902322,820151275069,119,23,2014-04-11,2016-04-12
1657747217,515245730570,263,18,2015-12-08,2017-04-27
1101065640,175345724420,261,4,2015-08-19,2016-08-22
9018121382,542380825853,159,0,2009-01-15,2012-06-28
9555561114,823777181118,5,4,2018-01-06,2028-02-26
2134811245,294621387693,84,28,2018-10-03,2019-08-26
3392950670,428292992242,119,17,2013-02-24,2018-01-19
5655701792,389661480475,152,13,2009-09-23,2015-07-07
3861176924,822801740983,174,8,2014-03-26,2017-12-11
7187007770,244328788414,19,17,2014-10-12,2015-09-01
5169935498,568871969546,138,13,2014-02-01,2016-05-01
9489601369,969752218184,200,25,2015-11-13,2027-01-06
9047744469,265354708052,210,11,2010-10-10,2018-08-21
9498489892,396864478625,105,25,2017-05-29,2018-02-27
9733582333,318477760708,182,29,2014-11-01,2016-10-28
9024071183,624714677279,295,20,2008-04-07,2012-05-07
9873845736,118264767386,191,2,2018-07-19,2029-07-13
2652238654,840276873155,106,30,2013-11-11,2015-04-12
7292673203,130394898552,253,11,2012-08-18,2022-01-04
2016893375,103180920153,166,0,2008-09-04,2012-09-06
4054538476,605619906247,149,28,2012-07-04,2020-08-22
2157172122,340514221769,304,24,2019-09-23,2027-05-22
2287955170,587059961742,192,14,2008-09-20,2019-01-08
1909405270,871538554055,152,2,2013-03-19,2019-12-06
8471987279,434751570919,286,14,2019-06-01,2023-03-23
6846697180,806729326426,173,23,2014-05-25,2019-07-31
8707915332,573527906135,338,1,2015-02-01,2018-09-01
5696088365,287149299550,7,20,2015-09-15,2021-10-01
2882015197,960063760714,111,17,2018-02-17,2027-01-10
9730086417,444166648696,68,24,2016-08-30,2022-07-24
1922929748,500570767451,32,12,2016-08-02,2017-08-09
6359325398,921706142602,109,19,2018-08-06,2025-12-01
4237392764,927230332266,343,13,2016-01-22,2017-06-03
7023011562,787252389014,248,4,2011-01-11,2011-12-31
3974821056,318662422330,115,9,2010-07-20,2021-11-20
4515328804,130548183538,72,20,2019-02-09,2021-02-15
3599586456,840489729009,75,15,2015-05-22,2018-03-07
5169703116,712894255829,159,16,2014-01-16,2021-05-20
7335115985,490196953099,211,6,2015-12-22,2025-12-22
9289226876,393019910991,362,5,2014-03-08,2026-01-12
8287023071,622309330670,84,3,2018-08-04,2019-01-05
1840055540,873313481480,206,18,2009-08-20,2013-02-11
4774593336,972560880706,75,29,2008-01-13,2014-01-09
8603698692,282502315464,279,20,2015-05-15,2021-07-15
7518119726,124125228339,324,13,2012-03-26,2018-10-26
7791156904,302637049562,284,28,2015-08-11,2018-05-27
1037393138,434221253139,111,29,2012-06-15,2013-05-05
3666602286,435369201228,250,9,2018-03-26,2020-10-10
2149254854,615404317448,10,9,2012-12-29,2016-03-11
6632839153,799838495683,183,23,2011-05-24,2020-08-07
7053288439,335284773652,267,12,2016-12-24,2017-09-25
9631026213,568181762630,40,30,2016-05-14,2027-11-29
4153348852,563358993461,344,22,2016-06-30,2019-02-13
2518258207,752110127900,305,18,2017-05-18,2021-12-22
2505441558,324493062932,284,20,2016-04-08,2019-07-03
5582655085,500575120598,235,24,2008-05-24,2010-04-29
1489221292,544739052403,99,2,2018-05-03,2021-03-07
7183116353,143461145629,320,5,2017-05-19,2027-01-09
9853030600,223587687381,134,26,2015-01-24,2024-01-21
9581469507,190571846239,42,7,2009-05-07,2014-04-16
1579222485,434912068173,138,25,2008-08-15,2014-04-20
1491299540,121920324127,52,27,2016-02-26,2027-02-15
4637359591,950567369971,279,18,2019-12-20,2022-09-16
7468335463,765918934108,349,5,2008-01-07,2010-07-30
3797179958,991372117637,61,12,2015-08-02,2027-05-07
2658787383,369890557273,265,27,2009-11-26,2019-01-08
4752357328,711484064191,75,28,2008-12-15,2009-08-18
9915798704,676876215922,26,28,2008-12-13,2015-03-10
4397507041,783528724794,128,10,2009-11-11,2014-08-30
2151529841,758258328045,177,20,2009-01-26,2016-10-25
9266171039,848999228782,256,5,2017-07-17,2021-04-27
5792816803,859803497935,54,0,2019-07-16,2029-12-28
4142138394,708775521920,282,7,2017-04-11,2018-01-10
8635597377,368930908507,136,6,2010-03-13,2012-08-14
8045771330,538210913445,37,17,2009-07-24,2021-01-21
6928339930,572564328128,81,23,2009-09-05,2020-08-06
9442552595,644255298437,252,13,2016-01-08,2024-01-12
3145835117,277666052469,178,29,2011-06-20,2018-01-19
8071508904,384994456655,340,27,2019-08-09,2023-05-20
3918137338,875689618324,335,22,2019-09-01,2020-09-28
9010002803,814715168759,341,27,2019-07-23,2023-02-15
3243616081,767946616284,300,25,2009-11-23,2015-06-06
2744399867,233152770046,303,8,2019-07-05,2030-11-16
8226732591,256913839701,2,8,2008-08-24,2015-02-02
3804463206,849608970949,27,20,2018-04-20,2027-05-23
3148136756,529539410192,108,4,2019-08-20,2028-11-17
8965829067,437429606542,147,30,2016-04-03,2024-09-14
3991681035,393933671134,216,1,2018-09-20,2027-04-20
5345181332,916918524001,94,3,2010-03-11,2020-11-06
2904416588,932684764732,67,15,2014-05-12,2025-08-15
9625708572,845391240252,361,30,2012-01-11,2017-01-26
6994616256,937552350573,224,7,2013-04-10,2021-05-27
8280713467,938342319173,179,18,2013-08-13,2014-09-15
1920155939,448870759702,83,21,2008-01-05,2010-03-21
3235411113,254337109085,314,12,2017-05-16,2020-07-25
6827395096,796076602890,160,26,2010-08-10,2014-04-23
7418444993,302179330591,136,7,2008-09-16,2015-08-13
7583716753,109193111593,257,21,2014-12-29,2017-06-14
7790693391,963009403339,346,11,2017-12-02,2025-09-25
3709064656,763577544169,106,6,2010-04-22,2017-08-20
3188452632,427405588163,280,2,2010-12-13,2020-12-12
9836643061,648301236694,246,23,2010-03-21,2012-02-28
1261433859,162324713193,34,29,2011-03-01,2020-06-26
8862982472,949914168141,159,20,2008-06-18,2008-09-08
3114647335,403074454102,67,28,2012-03-07,2022-05-27
2019363753,641261503113,92,4,2011-07-03,2015-03-09
2165780606,684649808008,275,5,2015-02-15,2025-09-14
2307976912,581500799503,337,6,2014-02-05,2019-07-06
4150459637,533066594846,220,4,2012-03-19,2016-04-25
4850067479,153963222942,333,4,2010-05-29,2016-08-10
5372087097,633122640225,59,23,2015-07-04,2023-05-05
4955208104,591316914333,283,20,2014-06-17,2025-07-02
2028230880,535323879792,113,16,2011-06-03,2014-11-23
2879168748,205444197097,257,11,2016-01-15,2017-11-11
6519599288,861402614221,218,9,2018-10-24,2030-03-26
1781294009,371773999023,137,8,2018-04-24,2029-01-21
6731997824,151128571173,25,17,2009-12-09,2015-08-25
1051065896,740135643310,82,15,2011-09-19,2021-06-24
5024419653,890204456637,172,11,2011-11-02,2016-08-08
3698660094,554847839698,136,15,2009-06-26,2010-10-29
1347830111,721212588806,101,24,2019-03-11,2024-05-08
9436413253,719046144989,267,23,2019-10-23,2030-02-25
8085231470,399841971433,71,25,2008-04-03,2010-11-13
3515489055,994700167513,5,18,2016-09-16,2020-09-17
7958916371,224491382801,50,10,2019-03-29,2019-06-11
8416554053,315252775282,17,14,2015-11-04,2020-03-24
3932407719,803024717410,18,24,2008-02-05,2019-12-25
7389395483,316824865297,72,2,2017-05-16,2019-03-29
8603971759,216458336466,156,10,2017-01-29,2019-03-03
5313647950,511271814472,323,18,2009-05-08,2015-07-05
8619562758,886624117494,137,23,2011-11-16,2014-08-24
3845960094,567201856909,215,13,2010-10-07,2015-07-16
8108902532,941079099645,160,8,2009-07-13,2013-08-10
7663584720,617491770649,267,14,2009-02-24,2017-11-07
8488689043,135252798818,345,25,2014-09-30,2022-09-09
1713741215,137868853514,251,23,2019-06-20,2022-04-15
3504822100,923592135475,307,23,2011-10-25,2016-12-02
8883573331,279086590799,53,27,2012-08-05,2021-05-01
5077541196,376721469508,262,28,2009-07-25,2018-04-16
6321075129,970784573083,44,21,2013-11-08,2018-04-25
4611962107,540654654410,303,24,2017-03-01,2025-09-16
4400099381,764345772586,234,12,2017-10-17,2021-09-26
6592891727,531444925074,31,21,2016-11-12,2020-04-29
1882052187,896524788024,25,23,2011-01-14,2021-05-22
2550037649,114329067648,176,8,2016-06-06,2025-10-14
8845832846,735327476204,178,16,2019-06-10,2026-01-10
9848673180,141188375406,47,4,2011-06-10,2019-08-23
3048212914,259519536763,344,26,2008-04-14,2014-10-27
8530066420,753076776887,171,1,2016-12-27,2027-04-10
9076649891,839582185674,251,1,2008-09-06,2016-11-16
6206898724,697737520619,136,23,2017-10-14,2024-04-17
5521514933,623263096122,305,18,2018-02-19,2025-08-08
5894570692,607950366869,173,10,2010-10-01,2011-04-21
7672983921,278491888960,297,13,2013-03-29,2016-02-15
2201329399,629936142664,105,0,2010-03-10,2011-12-08
1691779983,970274738171,190,15,2008-11-21,2018-08-25
4330620009,842291808315,14,15,2008-09-14,2017-06-15
8485745525,725573976697,104,4,2010-03-31,2015-12-31
4867472473,971354040205,253,29,2019-08-29,2031-01-06
3142698136,813106083641,200,11,2012-03-14,2017-05-01
7348506438,723224000073,230,23,2017-04-15,2018-08-04
4800433729,133789587463,6,7,2019-04-01,2019-09-08
7135769830,480160097958,188,5,2009-09-06,2019-08-08
5842850545,191684234938,110,27,2011-10-04,2020-06-11
9140879779,486634100195,342,26,2009-04-13,2019-03-26
4017758509,886032037202,327,24,2016-12-20,2028-03-25
9517421373,783568631829,43,26,2016-09-05,2019-09-06
5996819552,402058569219,317,21,2011-07-08,2017-09-16
7592347627,418751106898,17,28,2008-01-20,2013-11-11
1213990096,649529271303,251,12,2010-09-01,2015-10-24
5067653899,269603228274,249,27,2015-01-12,2021-11-04
2361489764,636140696698,87,23,2009-08-08,2018-08-14
7426183953,726331209870,178,18,2014-07-28,2022-08-22
5892933123,669520211962,281,13,2010-06-22,2016-04-06
6129724763,274136989410,225,6,2008-12-09,2013-02-07
8146498531,837239934702,244,5,2013-09-24,2023-12-25
3642021980,414387546113,318,9,2010-11-02,2018-11-13
9953332637,285798259481,335,13,2014-12-02,2019-11-06
5111835436,633363254861,260,13,2011-07-05,2013-08-22
8188560711,774933521644,257,1,2011-11-25,2013-01-14
6695907326,342594096559,236,21,2014-03-15,2022-02-03
8231970714,900127640307,284,14,2018-10-27,2030-08-31
5082413447,943200588517,33,6,2012-12-14,2024-04-11
4179496332,940489814840,254,15,2013-09-03,2015-11-19
7008103202,970116463438,178,3,2015-05-15,2020-03-27
6745119648,743536232687,115,19,2017-01-23,2023-11-27
6187994685,496149354014,50,21,2013-07-12,2017-10-13
8428980580,160736896976,13,25,2019-02-23,2029-03-17
7759455895,913877216860,176,10,2019-05-20,2024-02-03
5856430323,867165266109,312,22,2018-03-15,2018-04-04
6997447680,104525033158,197,14,2018-05-03,2024-09-24
4256314355,574903754256,165,21,2014-09-13,2025-11-16
5856381133,122411988366,246,0,2011-05-10,2022-12-23
7447711134,273513424934,333,21,2013-07-20,2024-12-01
1352825011,289316058552,129,8,2009-09-21,2015-01-07
5339738104,106275961584,9,11,2017-02-17,2022-03-17
7228650819,546883912757,217,4,2013-04-26,2019-03-15
3262468214,253747524763,114,29,2017-03-09,2025-12-16
9130414814,347457129060,142,6,2016-08-09,2018-01-14
1026572665,449188753198,253,13,2010-04-18,2016-01-26
7925443401,147804178447,190,10,2008-07-06,2011-11-17
9228355527,357207992525,105,27,2012-03-04,2016-01-13
4868493641,789918674188,174,2,2016-03-13,2019-06-04
8449234420,887975402318,309,8,2016-03-19,2024-02-24
4594948723,314727272869,350,3,2014-12-21,2025-11-18
6174760510,938826846620,345,11,2010-08-26,2015-09-28
9655707911,685507668841,124,29,2008-08-20,2019-05-01
9854460528,448398752362,8,15,2013-06-05,2024-05-12
2589474625,915500030098,357,20,2018-12-24,2030-01-29
1182514691,700462241708,118,2,2011-08-19,2013-07-13
9499635292,550909947136,11,23,2013-03-20,2019-09-23
5097766870,315136094790,92,27,2011-01-25,2016-02-06
4446008571,721901370997,328,10,2016-05-25,2019-02-22
8239219442,921854804567,303,18,2009-03-07,2016-10-04
2982474384,790988172927,18,4,2013-09-03,2017-10-30
9266892475,223982660470,232,4,2010-08-19,2018-03-09
7498019824,437348439140,274,16,2013-03-25,2013-07-17
7265751406,723671461947,111,19,2013-07-17,2017-04-02
9661169923,538716956400,93,14,2012-06-17,2013-02-18
6289833457,981573176757,116,9,2008-11-23,2010-10-05
1318018258,146348179894,320,25,2010-08-08,2015-02-25
3513180999,878419995948,297,14,2016-08-23,2021-07-07
6488820793,263355417021,156,14,2009-09-08,2019-12-20
7646170581,464494966735,291,4,2018-12-04,2030-03-07
3278069421,855707051141,120,15,2011-08-08,2017-04-13
2847701423,854952769326,362,13,2016-03-04,2020-08-06
4754894113,374019431620,38,21,2008-05-26,2008-11-17
4556873894,716524812295,204,9,2012-07-11,2017-07-14
6969352590,470814818093,19,27,2016-08-07,2024-11-28
2879552348,768768753047,356,3,2013-05-20,2022-10-29
1211208083,434847133480,3,23,2014-10-21,2019-01-19
1628310167,300843095383,22,21,2016-06-14,2021-09-18
6505092472,502684093065,249,8,2017-06-01,2024-07-10
6772717590,257457847386,227,10,2010-04-05,2017-05-06
4970446219,862740483372,40,28,2009-04-16,2010-01-25
6774792830,261648949838,355,18,2019-03-15,2022-10-26
6265934684,189050407953,277,2,2016-07-15,2016-08-24
7273680480,704187582791,36,19,2019-04-23,2028-05-26
6180281558,146250662474,294,8,2008-07-22,2014-08-11
4360019697,413020053014,345,21,2011-02-24,2019-01-29
4560627531,640042507376,46,9,2015-07-11,2022-04-12
6490388577,148210637638,168,16,2019-01-11,2025-03-22
9825846305,304345032725,69,29,2009-05-19,2013-11-22
7490689830,752481633668,347,13,2019-01-12,2024-07-21
7086071583,217169891797,180,4,2011-03-09,2016-08-18
4101194386,361689248067,278,0,2019-05-13,2024-08-21
1501518097,174411741881,34,26,2018-08-27,2029-05-13
3469615341,441996388993,56,27,2017-02-21,2027-01-14
6695175584,160474213446,91,30,2018-05-20,2030-05-10
9902800868,544857412745,114,27,2011-02-21,2013-02-07
7687569544,838138252423,64,0,2016-06-30,2017-08-30
1457407233,428669070026,160,26,2016-10-15,2020-12-15
6857159235,863691852951,141,10,2015-12-04,2023-03-02
6649623592,984724824733,133,4,2015-06-21,2024-06-01
4589671286,738472988729,111,3,2011-08-12,2016-08-02
5813844207,784088809965,255,16,2016-03-18,2026-11-09
2531321167,910805997656,146,18,2008-07-09,2009-09-06
4663397312,217930000700,362,17,2012-05-25,2019-04-09
7560836174,194212002760,286,4,2017-03-01,2023-02-10
6271454856,172601741671,346,25,2014-05-25,2018-11-19
2330921460,820460830775,26,6,2010-10-08,2015-02-24
9204668921,900006163850,191,14,2012-09-11,2017-10-07
5345724871,380934729799,216,25,2016-09-03,2026-07-11
7570661626,707536921385,150,6,2018-06-10,2022-05-19
6835355230,289657509631,156,24,2015-09-13,2017-08-23
2807189784,704762980796,49,21,2016-04-05,2027-10-14
7844397891,746573788779,140,27,2014-06-10,2022-07-29
5587516226,256350065850,348,3,2009-10-31,2019-05-18
8286585891,995084798946,24,27,2008-12-14,2018-05-30
7019948905,324192426301,26,28,2018-11-08,2025-07-19
2042459720,228550254345,259,12,2013-09-19,2021-01-26
3686240925,349880588075,315,7,2009-04-11,2017-09-10
2634891331,926403432862,230,0,2018-10-17,2024-07-19
6114111992,811117104661,288,16,2011-04-22,2013-12-10
1983917481,806189251782,299,17,2008-10-18,2019-08-18
9870133309,367410680672,299,3,2017-07-21,2020-12-08
3147812418,428670072098,188,30,2009-07-20,2020-09-26
5732056399,496585040089,33,1,2009-05-17,2017-12-17
7248414485,314412236056,60,9,2011-10-30,2020-07-28
5463028379,105603138685,188,12,2015-10-25,2017-01-19
2849793939,418339780886,147,11,2016-05-16,2026-02-14
6149612196,298946414956,332,23,2014-04-23,2016-04-07
5514141434,443275278602,49,21,2009-02-15,2017-04-09
7189109895,282443682896,5,19,2010-09-05,2016-03-01
3489133399,113197618301,184,25,2018-06-17,2021-07-01
7226331529,620091967209,357,27,2012-09-27,2018-05-12
2094182802,633149045320,328,15,2008-06-22,2017-04-09
3792379358,809122067122,248,13,2011-03-01,2018-04-18
7121921606,675994082120,232,15,2013-11-19,2014-05-17
7511902039,232351028675,229,10,2014-11-10,2025-12-30
3995011564,295335740512,362,10,2009-05-02,2019-08-09
5557991072,781474220704,209,28,2012-04-23,2019-08-11
5484443341,575536790615,284,24,2019-08-11,2027-09-14
2749112334,385296527594,79,8,2018-08-15,2022-08-28
3582196791,468623174417,155,14,2014-12-28,2021-11-15
9990221745,461988842655,210,22,2016-01-22,2016-07-27
7270267150,201478465549,7,8,2014-11-13,2014-12-26
4202176226,821069584156,331,28,2019-08-07,2027-04-01
3858258064,102355148778,191,7,2017-12-22,2022-10-20
5691757413,304253201860,264,29,2009-08-05,2009-12-13
8548814812,674422794663,150,8,2015-12-03,2027-04-13
6322436632,455848013635,104,12,2012-10-22,2018-02-19
2651414088,651654491994,215,28,2009-11-02,2020-10-08
9127630992,122449824959,180,23,2019-08-28,2025-08-29
1052749784,917430129510,318,11,2009-11-19,2014-07-17
9977880112,479094887327,348,6,2008-04-21,2009-10-01
8901086579,328923002793,330,29,2015-04-27,2021-07-18
5281414437,384019242969,156,0,2009-04-04,2019-01-10
3825196657,467899197433,286,15,2013-01-30,2018-03-04
8256870478,165293066302,1,20,2012-01-18,2017-05-06
4374814545,300581449173,130,20,2012-07-31,2021-08-21
4161529030,845705188493,364,18,2013-05-07,2023-12-17
8832196656,924850826368,210,26,2016-05-26,2024-07-24
7489506195,166871260729,325,21,2011-12-18,2017-03-25
9703173889,575178034600,306,27,2008-08-17,2016-02-28
5206711040,672937233231,64,11,2017-12-13,2027-10-14
9596628918,998532450890,243,22,2017-01-30,2027-08-16
3324724501,168747036354,59,7,2018-08-23,2019-08-02
8208017154,901773562567,83,30,2016-02-16,2016-08-24
2241047069,326847522102,230,4,2011-04-27,2011-10-23
1031474631,805246828244,60,16,2008-11-14,2013-09-29
9446652677,737033748965,273,10,2013-06-14,2018-10-09
9315955178,432340057563,136,24,2014-09-26,2023-06-16
3258013156,607180376525,47,21,2012-09-19,2019-12-15
7983895161,219156759340,299,23,2011-01-19,2019-12-22
3351138269,223483580146,241,8,2015-05-28,2022-04-27
8749475770,555734970921,117,1,2015-02-17,2024-02-15
2681114880,463093523213,296,15,2011-03-17,2015-06-05
1022395941,543721037873,242,14,2014-05-30,2017-01-22
7938714148,403494140541,202,29,2016-08-07,2022-07-19
9101111017,438294517210,71,21,2012-04-24,2015-06-17
9679213176,556377093221,301,6,2019-07-11,2022-06-02
4745127066,311165678387,199,23,2012-12-07,2015-05-28
9060677194,921417542788,99,18,2009-05-25,2017-05-08
7122388991,514381742445,77,12,2019-04-25,2020-11-25
1850697342,207659578796,253,5,2009-04-16,2018-04-01
9248325038,814881358012,359,18,2013-05-04,2015-11-17
6516009193,101258832875,98,13,2013-10-06,2018-07-29
8767747802,547678237286,71,24,2019-07-11,2027-11-25
9017824290,345815636331,49,9,2008-12-13,2013-09-11
1418948961,460789343271,12,21,2017-02-28,2028-03-30
9831209145,493018047095,99,7,2011-07-09,2016-07-31
7370867527,744479845553,292,5,2018-01-11,2021-02-25
6648270215,475069246603,312,3,2019-05-16,2030-05-06
5374778144,140098292345,259,5,2012-01-04,2019-07-28
4437552755,650432799031,44,24,2013-03-03,2021-01-05
8473957207,731693994706,235,12,2013-07-28,2014-03-07
5014755976,794844171826,325,5,2013-05-28,2020-04-16
9579797179,130595159310,178,28,2016-11-16,2018-04-29
6877946456,653079417732,195,30,2014-06-21,2022-08-21
5874653091,778288951648,271,24,2016-02-03,2025-07-14
8919327799,855084385910,104,20,2014-09-02,2020-07-07
7189031773,613220011374,343,7,2017-05-03,2025-06-05
1835308398,458374745005,68,9,2013-12-18,2015-05-02
1746193093,946363298515,210,15,2009-10-10,2017-04-26
5036890110,998801191020,187,12,2017-03-24,2026-10-29
5197877109,614652978152,174,15,2019-07-08,2022-10-18
4600526040,831515958342,226,2,2014-11-15,2020-04-14
2767213241,979541656616,318,9,2015-02-25,2016-06-26
7353676767,967529933525,297,8,2013-07-07,2017-08-08
5033030338,699116395957,343,5,2019-10-14,2029-07-17
6960513340,531471861036,235,5,2019-03-29,2021-01-18
5029377168,353947014948,222,24,2015-01-16,2017-09-14
8971500589,558959626408,160,18,2010-03-22,2015-02-23
5367983380,815793675447,4,22,2015-01-03,2022-05-19
4857879898,391745872499,51,18,2012-06-11,2020-07-05
3166316565,846791191880,205,22,2019-05-21,2024-02-14
5514040041,945785553881,276,19,2018-01-05,2020-04-13
8415253694,655844399119,315,18,2017-04-09,2020-09-03
2801883437,319780455740,309,23,2009-06-19,2010-04-07
9138218795,961675334082,282,27,2017-06-21,2020-03-16
3946954760,170005820405,284,30,2017-03-06,2021-09-12
1551859108,239272114461,185,20,2015-07-28,2018-01-31
7820920868,281806555567,289,22,2016-09-17,2027-05-23
1133160688,143236671633,152,20,2019-01-12,2024-03-09
7096624934,425573042037,116,23,2017-03-11,2019-10-22
9547767817,662509860786,26,24,2015-08-13,2026-09-23
2751444128,216363807096,36,22,2009-08-06,2014-07-31
9408901929,249361007941,35,24,2016-05-07,2021-12-16
1469185516,311448439373,115,16,2016-08-24,2027-11-17
7960695506,620430186926,197,30,2011-12-10,2012-10-21
4612050239,740100764315,349,14,2008-03-20,2009-10-13
8796881102,800367046370,267,0,2009-06-19,2020-10-08
8414154248,810229077700,227,8,2008-11-19,2015-10-08
7450829817,780623385910,188,8,2012-01-02,2012-07-10
6061334196,414982066201,291,1,2008-12-03,2011-10-23
9277639801,980380735769,309,14,2014-09-28,2016-02-25
1536010470,620804012389,337,19,2012-06-17,2019-12-25
6799617881,921615892371,181,20,2009-04-02,2016-04-20
2764474021,160014350240,152,19,2015-08-01,2022-09-30
3649004335,194589633523,291,3,2009-03-09,2015-05-01
4993889208,550493656253,316,4,2008-09-14,2020-06-18
1030817157,527258407955,230,10,2015-06-04,2022-02-08
5426597775,630569462242,180,27,2014-11-15,2026-02-24
4438192797,443423817859,245,3,2018-06-04,2027-12-26
3684221110,375504351782,19,17,2017-03-25,2021-03-24
5854447663,910897599983,154,15,2008-05-21,2020-03-28
3988812741,600698154012,160,30,2018-05-30,2028-04-17
2331441522,949848062247,265,1,2008-02-03,2016-08-09
8718300076,365272460737,189,1,2012-10-01,2023-01-10
7672066631,303410729199,180,8,2015-04-20,2020-05-14
5081189849,612181068611,333,28,2008-09-05,2010-01-13
1298803727,378075978748,246,29,2008-04-16,2015-08-26
4247218715,957512695936,125,19,2013-09-20,2022-01-05
9989317119,908089751635,275,11,2009-08-16,2017-06-02
7552227903,343539102990,266,9,2016-01-29,2020-07-20
6607221854,581812261565,293,26,2014-09-22,2024-08-22
4096022228,339325387030,106,3,2019-10-08,2030-10-30
4968880437,273708914531,280,30,2009-10-18,2021-08-04
4841517687,322256481081,194,6,2008-02-04,2014-09-25
3158440123,515978080126,51,20,2016-07-29,2022-09-15
7315071280,704898697496,221,30,2010-04-17,2021-05-21
5004294176,758781724649,78,20,2016-09-02,2019-06-27
6146359641,468122808736,33,23,2013-09-26,2015-01-19
9758793433,288262722102,177,26,2015-11-24,2018-04-29
5678308772,110202425647,116,10,2016-08-26,2020-09-21
3370403903,322462408540,101,8,2015-12-10,2019-05-17
7702190632,224047635135,78,14,2017-09-11,2028-06-07
2598324716,801046472227,49,22,2012-09-09,2017-04-29
6562818189,648561459801,29,21,2015-01-21,2019-12-13
5403903480,560665907942,272,28,2016-10-15,2017-09-28
2194080255,628492647802,249,18,2010-12-03,2019-11-01
7617122786,305730946951,251,21,2018-04-04,2024-06-20
3918114941,915799047639,167,16,2016-08-03,2023-08-29
4354545185,803771510799,68,15,2017-07-15,2020-07-30
9177202247,242623478409,71,28,2014-06-20,2019-12-02
9717324017,614869308137,345,26,2009-02-04,2010-06-11
4502810552,276281056338,112,17,2013-09-30,2020-05-31
5613250212,822653699044,108,11,2010-10-24,2013-10-08
6793526417,572390627989,73,18,2018-08-23,2027-04-12
4564886953,117693057938,140,21,2014-07-28,2019-06-06
2466381888,692635470653,127,24,2014-05-10,2022-03-19
8802724520,339846634998,18,0,2011-10-01,2016-09-18
3559792153,882191311286,61,24,2013-12-08,2015-10-02
1571588409,457828755119,333,27,2015-05-30,2020-05-10
7017927476,301327922385,221,24,2009-03-10,2017-12-10
7393623127,608854856508,144,15,2009-03-18,2019-06-03
4427226027,540320708534,3,26,2019-10-27,2025-07-07
1698724427,472330785641,200,26,2011-12-02,2019-06-27
6753186712,350458037574,120,10,2017-11-30,2029-01-07
7042997510,889389192825,208,9,2019-11-01,2029-08-22
5861039258,166198499319,171,14,2019-03-25,2023-11-17
8007244849,916315432101,56,11,2016-08-16,2023-09-03
5589249144,517252279315,1,6,2018-11-16,2025-04-21
7065943523,248112301956,277,3,2012-11-01,2017-04-17
7934470885,725660246614,59,17,2009-10-18,2014-10-02
3692399616,105113529805,59,11,2016-11-11,2018-06-13
8078705362,233297173715,80,1,2010-03-16,2018-01-25
1822315780,296086952060,251,17,2016-11-26,2020-11-15
